id,Gender,Meaning,Name,Origin
1637,Girl,Look up to god,Anaya,African
1638,Boy,Various,Anayk,Sikh
1639,Girl,Perfume; ambergris,Anbar,Arabic
1640,Boy,,Anbar = na,Arabic
1641,Girl,Handmaid,Ancelin,French
1642,Girl,Shelter,Anchal,Hindi
1643,Girl,"Honoured, worshipped",Anchita,Hindi
1644,Girl,Loved,Anchoret,Welsh
1645,Girl,Nightingale,Andalee,Arabic
1646,Boy,Pillar,Ande,African
1647,Girl,Leaving,Andeana,Spanish
1648,Boy,Modest lamp,Andeep,Sikh
1649,Girl,Courageous,Andie,French
1650,Girl,Strong & courageous,Andra,Greek
1651,Girl,From andrea & lyn,Andralyn,American
1652,Boy,"Manly, courageous",Andre,French
1653,Girl,Courageous,Andrea,Greek
1654,Boy,Strong & manly,Andreas,Greek
1655,Girl,"From the townof ardres, france",Andren,English
1656,Boy,"Manly, courageous",Andres,Spanish
1657,Boy,A strong man,Andrew,Biblical
1658,Boy,"Manly, courageous",Andrew,Greek
1659,Girl,Rescued,Andromeda,Greek
1660,Boy,Manly,Andy,Greek
1661,Boy,Soldire,Aneek,Bengali
1662,Boy,"Holy, immaculate being",Aneel,Sikh
1663,Boy,Close friend,Anees,Arabic
1664,Girl,Friendly; of good company,Aneesa,Arabic
1665,Girl,"Companion, affectionate friend; name of a sahaabi",Aneesh,Arabic
1666,Girl,Related with god,Aneeshkour,Sikh
1667,Boy,Many,Anek,Bengali
1668,Boy,Many,Anek,Hindi
1669,Girl,Older sister,Aneko,Japanese
1670,Girl,Breath,Anemone,Greek
1671,Girl,Superior,Anevay,American
1672,Girl,Superior,Anevay,Native-American
1673,Boy,The son of bali,Angad,Bengali
1674,Boy,"Name of the second sikh guru, an ornament",Angad,Sikh
1675,Boy,"Bracelet, brother of wali and sugreev",Angada,Bengali
1676,Boy,"Bracelet, brother of wali and sugreev",Angada,Hindi
1677,Boy,Son,Angaj,Hindi
1678,Boy,God of love,Angang,Sikh
1679,Girl,Flower,Angarika,Hindi
1680,Girl,Angelic,Angel,Greek
1681,Girl,"Angel, messenger",Angela,Greek
1682,Girl,Angelic,Angela,Latin
1683,Girl,Angelic,Angelica,Latin
1684,Girl,Little angel,Angelina,Italian
1685,Girl,Angelic,Angelique,French
1686,Boy,Little angel,Angelito,Spanish
1687,Boy,Form of angel,Angelo,Italian
1688,Boy,Angel,Angelo,Latin
1689,Girl,Spirit angel,Angeni,American
1690,Girl,Spirit angel,Angeni,Native-American
1691,Girl,Beauty,Angha,Hindi
1692,Girl,Angel,Angie,Latin
1693,Girl,Grape,Angoori,Hindi
1694,Boy,Part,Angsh,Bengali
1695,Boy,Ray of light,Angshu,Bengali
1696,Boy,The sun,Angshudhar,Bengali
1697,Boy,"Brilliant,bright",Angshul,Bengali
1698,Boy,Brilliant,Angshuman,Bengali
1699,Boy,Unique strength,Angus,Celtic/Gaelic
1700,Boy,Unique strength,Angus,Irish
1701,Boy,Na,Anhad,Sikh
1702,Girl,Very beautiful,Ani,Slavic
1703,Girl,Form of hannah,Ania,Polish
1704,Girl,Graciousness,Ania,Slavic
1705,Boy,Soldire,Anik,Bengali
1706,Boy,Various,Anik,Sikh
1707,Girl,Goddess durga,Anika,Hindi
1708,Girl,Gracious,Anika,Scandinavian
1709,Boy,Lord of the world,Anikait,Hindi
1710,Girl,Army,Anikini,Bengali
1711,Boy,Wind,Anil,Bengali
1712,Boy,God of wind,Anil,Hindi
1713,Girl,Children of the wind,Anila,Hindi
1714,Girl,Children of the wind,Anila,Hindu
1715,Boy,Fire,Anilsakha,Bengali
1716,Boy,"Winkless,having a steadfast look",Animesh,Bengali
1717,Boy,Bright,Animesh,Hindi
1718,Boy,"Winkless,having a steadfast look",Animikh,Bengali
1719,Boy,"Winkless,having a steadfast look",Animish,Bengali
1720,Girl,"Beautiful,falultless",Anindita,Bengali
1721,Boy,Faultless,Anindya,Bengali
1722,Girl,Exquisitely beautiful,Anindyangangi,Bengali
1723,Boy,Unextinguished,Anirban,Bengali
1724,Boy,Boundless,Anirudh,Hindi
1725,Boy,Cooperative,Anirudhha,Hindi
1726,Boy,Unobstructed,Anirudhya,Bengali
1727,Boy,Undying,Anirvan,Hindi
1728,Boy,A name of god vishnu,Anirvinya,Hindi
1729,Boy,"Close friend, supreme",Anis,Arabic
1730,Girl,"Joy, pleasure",Anisa,African
1731,Girl,"Close, intimate, good friend",Anisah,Arabic
1732,Girl,Spice,Anise,English
1733,Boy,Supreme,Anish,Hindi
1734,Girl,Continuous,Anisha,Hindi
1735,Girl,Grace,Anita,Bengali
1736,Girl,Grace,Anita,Hindi
1737,Girl,Gracious,Anita,Latin
1738,Girl,Gracious,Anitra,American
1739,Boy,Perishable,Anitya,Bengali
1740,Girl,Grace of god,Anja,Others
1741,Girl,Grace of god,Anja,Russian
1742,Girl,Offering,Anjali,Hindi
1743,Boy,"End, conclusion, result, issue",Anjam,Arabic
1744,Boy,Eye -salve,Anjan,Bengali
1745,Girl,Mother of hanuman,Anjana,Hindi
1746,Boy,Fortright,Anjas,Hindi
1747,Girl,Homage,Anjeela,Sikh
1748,Girl,Heavenly messenger,Anjelita,Spanish
1749,Girl,Blessed,Anjika,Hindi
1750,Girl,Mother of hanuman,Anjini,Hindi
1751,Boy,Bright,Anjor,Hindi
1752,Girl,One who lives in heart,Anju,Bengali
1753,Girl,One who lives in heart,Anju,Hindi
1754,Girl,Blessings/ inconquerable,Anjuli,Hindi
1755,Boy,Star,Anjum,Arabic
1756,Boy,Stars,Anjum pl. of najm,Arabic
1757,Boy,Meeting,Anjuman,Arabic
1758,Boy,Society,Anjuman,Bengali
1759,Boy,Phoenix,Anka,Turkish
1760,Girl,Whole,Ankal,Hindi
1761,Boy,Drawing,Ankan,Bengali
1762,Boy,Conquered,Ankit,Bengali
1763,Boy,Conquered,Ankit,Hindi
1764,Girl,"Conquered, a signet, symbol",Ankita,Hindi
1765,Girl,An embrace,Ankolika,Bengali
1766,Girl,Repeat the dance,Ankti,American
1767,Girl,Repeat the dance,Ankti,Native-American
1768,Boy,Sprout,Ankur,Bengali
1769,Boy,Sprout,Ankur,Hindi
1770,Boy,Control,Ankush,Hindi
1771,Girl,Priceless,Anmol,Hindi
1772,Girl,Priceless,Anmolika,Bengali
1773,Girl,Gracious,Ann,Biblical
1774,Girl,Gracious,Ann,Hebrew
1775,Girl,From the hebrew hanna,Anna,Biblica
1776,Girl,Gracious,Anna,Hebrew
1777,Girl,Gracious,Anna,Italian
1778,Girl,Grace and beauty,Annabel,French
1779,Girl,Grace and beauty,Annabella,Latin
1780,Girl,Grace and beauty,Annabelle,French
1781,Girl,Goddess durga,Annada,Bengali
1782,Girl,Goddess durga,Annada,Hindi
1783,Boy,Lord shiva,Annadasankar,Bengali
1784,Girl,Sweet face,Annakiya,Arabic
1785,Girl,"Gracious, consecreted to god",Annalise,German
1786,Girl,Goddess of grains,Annapoorna,Hindi
1787,Girl,Goddess durga,Annapurna,Bengali
1788,Girl,From the hebrew hanna,Anne,Biblical
1789,Girl,Gracious,Anne,Hebrew
1790,Girl,Little ann,Anneke,Scandinavian
1791,Girl,Consecrated and gracious,Anneliese,Greek
1792,Girl,"Gracious, consecreted to god",Annelise,German
1793,Girl,Gracious,Annette,French
1794,Girl,From agnes,Annice,English
1795,Girl,Gracious,Annick,Others
1796,Girl,Gracious,Annick,Russian
1797,Girl,Blessed with grace,Annie,Biblical
1798,Girl,Blessed with grace,Annie,Hebrew
1799,Girl,Goddess durga,Annika,Hindi
1800,Girl,From agnes,Annis,English
1801,Girl,A form of ann,Annissa,English
1802,Girl,Goddess of the harvest,Annona,Latin
1803,Girl,With honor,Annora,German
1804,Girl,Light,Annot,Biblical
1805,Girl,Light,Annot,Hebrew
1806,Boy,Lord shiva,Annuabhuj,Hindi
1807,Boy,Extraordinary and wondrous,Anokh,Sikh
1808,Girl,Different,Anokhi,Hindi
1809,Boy,Actor,Anoki,American
1810,Boy,Actor,Anoki,Native-American
1811,Boy,"Incomparable, the best",Anoop,Hindi
1812,Boy,Matchless beauty,Anoop,Sikh
1813,Boy,Beauteous and brave,Anoopbir,Sikh
1814,Boy,Radiating the beautious light,Anoopjot,Sikh
1815,Boy,Resident of the beauteous realm,Anooplok,Sikh
1816,Girl,Spirit of god,Anouka,Bengali
1817,Girl,Sweet disposition,Anoush,Armenian
1818,Boy,Continuous,Anram,Hindi
1819,Boy,Helper,Ansar,Arabic
1820,Boy,My helper,Ansari,Arabic
1821,Boy,Follows nobility,Ansel,French
1822,Boy,Portion,Ansh,Hindi
1823,Girl,Portion,Ansha,Hindi
1824,Girl,Sun,Anshu,Hindi
1825,Boy,Radiant,Anshul,Hindi
1826,Girl,Sunny,Anshula,Hindi
1827,Girl,Sun,Anshumali,Hindi
1828,Boy,Sun,Anshuman,Hindi
1829,Boy,Son of andrew,Anson,English
1830,Girl,One who will rise again,Anstice,Greek
1831,Girl,Learned woman,Ansuya,Hindi
1832,Boy,"Within one, sustained within one",Antar,Sikh
1833,Girl,The second note in hindustani classical music,Antara,Bengali
1834,Girl,Spiritual light or divine light within,Antarjot,Sikh
1835,Girl,One who loves the light within,Antarpreet,Sikh
1836,Girl,Flowerlike,Anthea,Greek
1837,Boy,Worthy of praise,Anthony,Greek
1838,Girl,Living in a hermitage,Antini,Bengali
1839,Boy,Form of anthony,Antione,French
1840,Girl,"Form of antonia, which means flourishing or praiseworthy",Antionette,French
1841,Girl,"Flourishing, praiseworthy",Antoinette,French
1842,Boy,Worthy of praise,Anton,Slavic
1843,Girl,Praiseworthy,Antonia,Greek
1844,Girl,Fem. a form of anthony,Antonie,French
1845,Boy,Form of anthony,Antonio,Italian
1846,Boy,Worthy of praise,Antonio,Spanish
1847,Boy,"Praiseworthy, flourishing",Antony,Latin
1848,Boy,First son,Antranig,Armenian
1849,Girl,"Follower, minute, an atom",Anu,Sikh
1850,Boy,Time before sunrise,Anuday,Bengali
1851,Girl,Divine blessing,Anugraha,Hindi
1852,Girl,Beyond ones expectations; little sister,Anuhya,Bengali
1853,Boy,Younger brother,Anuj,Bengali
1854,Boy,Younger brother,Anuj,Hindi
1855,Girl,Younger sister,Anuja,Bengali
1856,Girl,Younger sister,Anuja,Hindi
1857,Girl,One who can copy/one who follows destiny,Anulekha,Bengali
1858,Boy,Matchless,Anup,Bengali
1859,Boy,Matchless beauty,Anup,Sikh
1860,Boy,Matchless,Anupam,Bengali
1861,Boy,Incomparable,Anupam,Hindi
1862,Girl,Beautiful,Anupama,Bengali
1863,Girl,"Unique, unparalleled",Anupama,Hindi
1864,Girl,Brightness,Anuprabha,Hindi
1865,Girl,Star,Anuradha,Bengali
1866,Girl,A bright star,Anuradha,Hindi
1867,Boy,Devotion,Anurag,Bengali
1868,Boy,"Attachment, devotion, love",Anurag,Hindi
1869,Boy,"Attachment, devotion, love",Anurag,Sikh
1870,Girl,Beloved,Anuragini,Hindi
1871,Boy,Resonance,Anuranan,Bengali
1872,Boy,Act of pleasing or satisfying,Anuranjan,Bengali
1873,Girl,Act of pleasing or satisfying,Anuranjana,Bengali
1874,Girl,Delighted,Anuranjita,Bengali
1875,Boy,Delighted,Anuranjito,Bengali
1876,Boy,Devoted,Anurata,Bengali
1877,Girl,Love,Anurati,Bengali
1878,Girl,Consent,Anurati,Hindi
1879,Boy,Requested,Anurudhya,Bengali
1880,Girl,Suitable,Anurupa,Bengali
1881,Boy,Na,Anush,Hindi
1882,Girl,"Beautiful morning, a star",Anusha,Hindi
1883,Girl,"Happy, fortunate","Anushah, anooshah",Arabic
1884,Girl,A term of endearment-russian name,Anushka,Hindi
1885,Girl,Pretty,Anushri,Hindi
1886,Girl,Non-jealous,Anusuya,Bengali
1887,Girl,Friend of shakuntala,Anusuya; anasuya; anasooya,Bengali
1888,Girl,One of devi's names,Anvi,Hindi
1889,Girl,Rays of light,Anwaar,Arabic
1890,Boy,The brightest,Anwar,African
1891,Girl,Derived from anna,Anya,Others
1892,Girl,Derives from anna,Anya,Russian
1893,Girl,Enquiry,Anyesha,Bengali
1894,Girl,Life,Aoife,Celtic/Gaelic
1895,Girl,Life,Aoife,Irish
1896,Girl,Outside,Aoko,African
1897,Girl,Cloud from heaven,Aolani,Hawaiian
1898,Girl,Infinite,Apaar,Sikh
1899,Girl,Most beautiful,Apala,Hindi
1900,Girl,Undefeated; name of a flower,Aparaijita,Bengali
1901,Girl,Undefeated,Aparajita,Hindi
1902,Boy,Undefeated; name of a flower,Aparajito,Bengali
1903,Girl,Goddess durga,Aparna,Bengali
1904,Girl,Same as parvati,Aparna,Hindi
1905,Girl,Extremely beautiful,Aparoopa,Bengali
1906,Boy,Phenomenal,Aparup,Bengali
1907,Girl,Phenomenal,Aparupa,Bengali
1908,Girl,Goddess of love,Aphrodite,Greek
1909,Boy,Lance made with wood,Apiatan,American
1910,Boy,Lance made with wood,Apiatan,Native-American
1911,Girl,"Your own, our own, my own",Apna,Sikh
1912,Girl,"Your own, our own, my own",Apnaa,Sikh
1913,Boy,God of truth and light,Apollo,Greek
1914,Boy,Quite new,Apoorva,Hindi
1915,Boy,God of the sun,Appollo,Greek
1916,Boy,Matchless,Apratim,Bengali
1917,Girl,From the apricot,Apria,Latin
1918,Girl,"Opening, 4th month",April,Latin
1919,Girl,Beloved,"Apsara,aduke",Hindi
1920,Boy,Unique,Apu,Hindi
1921,Boy,Unique,Apu,Hindu
1922,Boy,Excellent,Apurba,Bengali
1923,Boy,Another name for prophet muhammad,Aqib,Arabic
1924,Boy,"Wise, sensible",Aqil,Arabic
1925,Girl,Of the water,Aqua,Greek
1926,Girl,Tthe water bearer,Aquarius,Latin
1927,Boy,Na,Aqubal,Sikh
1928,Girl,Peace,Aquene,American
1929,Girl,Peace,Aquene,Native-American
1930,Boy,Eagle,Aquila,Spanish
1931,Girl,Intelligent,Aquilah,Arabic
1932,Girl,"Embellishing, adorning, ornament, decoration",Ara,Arabic
1933,Boy,"Peaceful, tranquil",Arab,Arabic
1934,Girl,Beautiful altar,Arabela,Italian
1935,Girl,Beautiful altar,Arabella,Italian
1936,Boy,Lotus,Arabinda,Bengali
1937,Girl,Heavenly altar,Aracely,Latin
1938,Girl,Worship,Aradhana,Hindi
1939,Girl,Goddess of witches,Aradia,Greek
1940,Boy,"High, exalted",Aram,Armenian
1941,Boy,Highness,Aram,Biblical
1942,Girl,Of the virgin mary,Arama,Spanish
1943,Boy,Forest,Aran,Thai
1944,Boy,Hero,Arash,Persian
1945,Girl,Hymns sang in praise of god,Arati,Hindi
1946,Boy,Peaceful,Arav,Hindi
1947,Boy,Peaceful,Arav,Hindu
1948,Girl,King of the otherworld,Arawn,Welsh
1949,Girl,Treasure,Arcelia,Spanish
1950,Boy,"Bold, bowman",Arch,German
1951,Girl,Worship,Archana,Bengali
1952,Girl,Worship,Archana,Hindi
1953,Boy,Worshiping one,Archana,Hindu
1954,Boy,Bowman,Archer,English
1955,Boy,Very bold,Archibald,German
1956,Boy,Derived from archibald,Archie,German
1957,Girl,A ray of light,Archisha,Hindi
1958,Girl,One who is worshipped,Archita,Hindi
1959,Girl,Bronzed,"Arda,ardah",Arabic
1960,Girl,Fort on the hill,Ardara,Celtic/Gaelic
1961,Girl,Fort on the hill,Ardara,Irish
1962,Girl,Industrious,Ardelis,Greek
1963,Girl,Warm,Ardelle,Latin
1964,Girl,Thrilled and excited,Arden,Latin
1965,Boy,A half-moon,Ardhendu,Bengali
1966,Boy,Lord shiva,Ardhendumauli,Bengali
1967,Boy,Lord shiva,Ardhendushekhar,Bengali
1968,Girl,Flowering field,Ardice,Biblical
1969,Girl,Flowering field,Ardice,Hebrew
1970,Girl,Flowering field,Ardith,Biblical
1971,Girl,Flowering field,Ardith,Hebrew
1972,Boy,"Wise,intelligent,expert",Areeb,Arabic
1973,Girl,Witty and smart,Areebah,Arabic
1974,Boy,Knowledgeable,Areef,Arabic
1975,Girl,Pleasant smell,Areej,Arabic
1976,Boy,"Wise, intelligent, acquainted, knowledgeable",Aref,Arabic
1977,Girl,Angel,Arella,Biblical
1978,Girl,Angel,Arella,Hebrew
1979,Girl,"Eagle, ruler, peace",Aren,Scandinavian
1980,Girl,Virtuous,Aretha,Greek
1981,Boy,Gratitude,Arfan,Arabic
1982,Girl,Redish purple,Arghavan,Arabic
1983,Boy,Vigilant and alert,Argus,Scandinavian
1984,Boy,Diamond pattern,Argyle,English
1985,Boy,Lord shiva,Arha,Hindi
1986,Girl,Lion,Ari,Hebrew
1987,Girl,Melody,Aria,Italian
1988,Boy,Tibe leader,Ariabod,Persian
1989,Girl,Holy,Ariadne,Greek
1990,Girl,Holy,Ariana,Greek
1991,Girl,Holy,Ariane,French
1992,Girl,Holy,Arianna,Greek
1993,Boy,"Wise,intelligent,expert",Arib,Arabic
1994,Boy,A form of richard or eric,Aric,Greek
1995,Girl,Unknown,Arich,Thai
1996,Boy,King's son,Aricin,Scandinavian
1997,Girl,Lion of god,Ariel,Hebrew
1998,Girl,Lion of god,Ariella,Biblical
1999,Girl,Lion of god,Ariella,Hebrew
2000,Girl,"Form of ariel, which means lioness of god",Arielle,French
2001,Girl,Lion of god,Arielle,Hebrew
2002,Girl,Enchanted,Arien,Hebrew
2003,Girl,The ram,Aries,Latin
2004,Boy,Knowledgeable,Arif,Arabic
2005,Boy,Knowledgeable,Arif,Persian
2006,Boy,One who has killed his enemies,Arihant,Hindi
2007,Girl,Enlightened,Arin,Biblical
2008,Girl,Enlightened,Arin,Hebrew
2009,Boy,Victorious,Arindam,Bengali
2010,Girl,With melody,Arion,Hebrew
2011,Girl,Best,Arissa,Greek
2012,Girl,Best,Arista,Greek
2013,Boy,Conveyance,Aritra,Bengali
2014,Girl,Divine,Arja,Hindi
2015,Girl,Sun,Arjama,Bengali
2016,Girl,"The archer, 2nd sikh guru",Arjan,Sikh
2017,Boy,Earned,Arjit,Hindi
2018,Boy,Third son of pandu,Arjun,Bengali
2019,Boy,Peacock,Arjun,Hindi
2020,Boy,Sun,Arka,Bengali
2021,Boy,A kind of tree,Arkaballab,Bengali
2022,Boy,Gautam budha,Arkabandhu,Bengali
2023,Boy,A date in a calender,Arkabrata,Bengali
2024,Boy,Red sandal wood,Arkachandan,Bengali
2025,Boy,Sun,Arkadeb,Bengali
2026,Boy,Bold,Arkadiy,Others
2027,Boy,Bold,Arkadiy,Russian
2028,Boy,Karna,Arkaja,Bengali
2029,Boy,Illuminated sun,Arkajyoti,Bengali
2030,Boy,"Karna,son of sun",Arkanandan,Bengali
2031,Boy,A gem illuminated like sun,Arkapal,Bengali
2032,Boy,A kind of tree,Arkaparna,Bengali
2033,Boy,"A kind of tree,swallow wort",Arkapatra,Bengali
2034,Boy,Illuminated like sun,Arkaprabha,Bengali
2035,Boy,Beloved of sun,Arkapriya,Bengali
2036,Boy,"Karna,son of sun",Arkatanay,Bengali
2037,Boy,Sun,Arkayanta,Bengali
2038,Boy,Sun & moon,Arkendu,Bengali
2039,Girl,Plentiful,Arkita,Hindi
2040,Girl,From the temple,Arlais,Welsh
2041,Boy,Pledge,Arlen,Celtic/Gaelic
2042,Boy,Pledge,Arlen,Irish
2043,Girl,Pledge,Arlene,Celtic/Gaelic
2044,Girl,Pledge,Arlene,Irish
2045,Boy,Hill,Arlo,German
2046,Boy,"Wish, desire",Armaan,Sikh
2047,Girl,"Wish, desire",Armaani,Sikh
2048,Girl,Gift,Armaghn,Arabic
2049,Boy,"Desire, yearning, wish, ideal, hope, aspiration",Arman,Arabic
2050,Boy,"Desire, hope",Arman,Persian
2051,Boy,Of the army,Armand,Latin
2052,Boy,Derived from armand,Armande,French
2053,Boy,Derived from armand,Armando,Latin
2054,Girl,Faith,Armani,African
2055,Girl,Friend of an enemy,Armeet,Sikh
2056,Girl,Princess,Armelle,French
2057,Boy,Armenian,Armen,Armenian
2058,Girl,Na,Armin,Sikh
2059,Girl,Noble,Armina,Latin
2060,Girl,Na,Arminder,Sikh
2061,Girl,Feminine for herman,Armine,French
2062,Girl,Desire,Armita,Bengali
2063,Boy,Strong as an eagle,Arnaldo,Spanish
2064,Girl,Immaculate god,Arnalinder,Sikh
2065,Boy,Ruler of eagles,Arnaud,French
2066,Boy,Ocean,Arnav,Bengali
2067,Boy,"Ocean, sea",Arnav,Hindi
2068,Boy,Ocean,Arnav,Hindu
2069,Boy,Eagle,Arne,German
2070,Boy,Derived from arne or arnold,Arnie,American
2071,Boy,Strong as an eagle,Arnold,German
2072,Boy,Strong as an eagle,Arnoldo,Spanish
2073,Girl,"Stream, river",Arnon,Hebrew
2074,Boy,To sing,Aron,Biblical
2075,Boy,To sing,Aron,Hebrew
2076,Girl,Loving to her husband,Aroob,Arabic
2077,Boy,Offering,Arpan,Bengali
2078,Boy,Offering,Arpan,Hindi
2079,Girl,Offering,Arpan,Sikh
2080,Girl,Offering,Arpana,Hindi
2081,Girl,A dedication,Arpita,Bengali
2082,Girl,A dedication,Arpita,Hindi
2083,Boy,"High,exalted",Arra,Arabic
2084,Boy,Lion,Arsalan,Arabic
2085,Boy,Dominion; crown,Arsh,Arabic
2086,Boy,Heavenly,Arshad,Hindi
2087,Boy,"Guided person,most obedient, pious","Arshad most upright,honest; well",Arabic
2088,Boy,Proportioned body,"Arshaq handsome,with befitting heigh",Arabic
2089,Boy,God of sky,Arshbir,Sikh
2090,Girl,Divine,Arshia,Hindi
2091,Girl,Divine,Arshiya,Arabic
2092,Boy,Short a form of arthur,Art,American
2093,Boy,Little bear,Artan,Celtic/Gaelic
2094,Boy,Little bear,Artan,Irish
2095,Boy,King's name,Artaxiad,Armenian
2096,Boy,Safe,Artemas,Greek
2097,Girl,Goddess of the moon and hunt,Artemis,Greek
2098,Girl,Of the moon,Artemus,Greek
2099,Boy,Noble strength. a bear.,Arthur,Celtic/Gaelic
2100,Girl,Prayer ceremony,Arti,Hindi
2101,Boy,Derived from arthur,Artie,American
2102,Boy,Derived from arthur,Arty,American
2103,Girl,Loving to her husband,Arub,Arabic
2104,Boy,The color of dawn,Arun,Bengali
2105,Boy,Sun,Arun,Hindi
2106,Boy,Sun,Arun,Sikh
2107,Girl,Dawn,Aruna,Hindi
2108,Boy,Sunrise,Arunaday,Bengali
2109,Boy,Sun rays,Arunava,Bengali
2110,Girl,Star,Arundhati,Hindi
2111,Girl,Star,Arundhuti,Bengali
2112,Girl,Pink shade,Arunima,Bengali
2113,Girl,Glow of dawn,Arunima,Hindi
2114,Girl,God of sun,Arunjit,Sikh
2115,Boy,Ruby,Arunopal,Bengali
2116,Girl,Fertile,Arva,Latin
2117,Girl,Friend,Arvid,English
2118,Boy,Friend to all,Arvin,German
2119,Boy,Lotus,Arvind,Hindi
2120,Boy,"Lord of horses, lord of wheels",Arvind,Sikh
2121,Boy,"Lord of horses, lord of wheels",Arvinder,Sikh
2122,Boy,"Lord of horses, lord of wheels",Arvindera,Sikh
2123,Boy,"Lord of horses, lord of wheels",Arvinderjeet,Sikh
2124,Girl,"Lord of horses, lord of wheels",Arvinderjit,Sikh
2125,Girl,Female mountain goat,Arwa,Arabic
2126,Girl,Muse,Arwen,English
2127,Girl,Muse,Arwen,Welsh
2128,Boy,From a high race,Arya,Hindi
2129,Girl,Goddess durga,Aryahi,Hindi
2130,Boy,Noble-minded; aristocratic; sun,Aryaman,Hindi
2131,Boy,From a high race,Aryan,Hindi
2132,Girl,"Yearning, desire, wish, longing",Arzoo,Arabic
2133,Girl,Born at dawn,Asa,Japanese
2134,Girl,One of select birth,Asabi,African
2135,Boy,Lion,Asad,Arabic
2136,Boy,Most prosperous one,Asadel,Arabic
2137,Boy,The lion of allah swt,Asadullah,Arabic
2138,Girl,Plant known for its greeness,Asah,Arabic
2139,Girl,Honey,Asal,Arabic
2140,Girl,Purity,Asalah,Arabic
2141,Boy,"Light, facile, easy",Asan,Arabic
2142,Boy,Countless,Asankh,Sikh
2143,Girl,Manifest,Asaroop,Sikh
2144,Girl,Foundation,Asas,Arabic
2145,Girl,A form of acacia,Asasia,Greek
2146,Girl,One belonging to a great heritage and family,Aseelah,Arabic
2147,Boy,"Boundless, limitless (asim)",Aseem,Hindi
2148,Boy,"Limitless, infinite",Aseem,Sikh
2149,Boy,Devoted to lord,Asgar,Arabic
2150,Girl,Devotee,Asgari,Arabic
2151,Boy,"Devotee, small",Asghar,Arabic
2152,Girl,From the ash tree,Ash,English
2153,Girl,Hope,Asha,Bengali
2154,Girl,Hope,Asha,Hindi
2155,Girl,Life,Asha,Persian
2156,Girl,Hope,Asha,Sikh
2157,Girl,Ray of hope,Ashakiran,Hindi
2158,Girl,Creeper of hope,Ashalata,Hindi
2159,Boy,Faith,Ashank,Hindi
2160,Girl,African tribe name,Ashanti,Others
2161,Girl,Desire to fulfill hope,Ashapurna,Bengali
2162,Boy,Noble one of god,Ashar,Sikh
2163,Girl,Name of a raaga,Ashavari,Hindi
2164,Girl,Ash tree farm,Ashby,Hebrew
2165,Boy,Boundless,Asheem,Hindi
2166,Boy,"Blessed, happy",Asher,Biblical
2167,Boy,"Blessed, happy",Asher,Hebrew
2168,Boy,Noble prince,Ashfaq,Arabic
2169,Boy,End less,Ashim,Bengali
2170,Girl,Boundary less,Ashima,Bengali
2171,Boy,"Lover, suitor",Ashiq,Arabic
2172,Girl,Wealthy,Ashira,Arabic
2173,Boy,Blessing,Ashis,Bengali
2174,Boy,Blessing,Ashish,Hindi
2175,Boy,Lord of the rings - saturn,Ashit,Hindi
2176,Girl,River yamuna,Ashita,Hindi
2177,Girl,From the ash tree,Ashleigh,English
2178,Girl,A star,Ashlesha,Hindi
2179,Girl,From the ash tree,Ashley,English
2180,Girl,"Dream, vision",Ashling,English
2181,Girl,Roots: ashley&lyn,Ashlyn,English
2182,Girl,"Vision, dream",Ashlyn,Irish
2183,Boy,The first of twenty seven lunar mansions,Ashmini,Bengali
2184,Boy,Son of surya,Ashminikumar,Bengali
2185,Girl,A friend,Ashna,Hindi
2186,Boy,Pure of heart,Asho,Persian
2187,Boy,One without sorrow,Ashok,Hindi
2188,Boy,"Benevolent, kind, tall",Ashraf,Arabic
2189,Girl,Ash tree settlement,Ashton,English
2190,Girl,From the ash tree town,Ashtyn,English
2191,Boy,Quickly,Ashu,Bengali
2192,Boy,A name of shiva,Ashutosh,Hindi
2193,Boy,A cavalier,Ashvin,Hindi
2194,Boy,Fiery tempered,Ashwatthama,Hindi
2195,Boy,A star,Ashwin,Hindi
2196,Girl,Child of the star,Ashwina,Hindi
2197,Boy,One of the constallations,Ashwini,Hindi
2198,Girl,Resurrection,Asia,Greek
2199,Boy,Forgivness,Asif,Arabic
2200,Boy,"Protector, limitless",Asim,Arabic
2201,Boy,Unlimited,Asim,Bengali
2202,Girl,Protector,Asima,Arabic
2203,Girl,Sun,Asis,African
2204,Boy,Not sharpened,Asit,Bengali
2205,Girl,One who tends to the weak and heals,Asiya,Arabic
2206,Boy,One who salutes,Aslam,Arabic
2207,Girl,Daughter of abu bakr,Asma,Arabic
2208,Girl,Pride,Asmita,Hindi
2209,Boy,Afamous monarch of india,Asok,Bengali
2210,Girl,Lily,Aspasia,Greek
2211,Girl,The aspen tree,Aspen,American
2212,Boy,Secrets (plu. of sirr),Asrar,Arabic
2213,Girl,Bright as a star,Asta,Latin
2214,Girl,Star,Aster,English
2215,Girl,Starlike,Astin,French
2216,Girl,From the stars,Astra,Greek
2217,Girl,Unusual beauty and strength,Astrid,Scandinavian
2218,Boy,Of the stars,Astro,Greek
2219,Girl,"Not pure, impure",Asudh,Sikh
2220,Boy,Lord shiva,Asutosh,Bengali
2221,Boy,Black,Aswad,Arabic
2222,Girl,Na,Aswathi,Hindi
2223,Girl,Healer of devas; name of star,Aswini,Bengali
2224,Boy,One of twins,Ata,African
2225,Boy,Gift,Ata,Arabic
2226,Boy,Gift,Ataa,Arabic
